Control-6M-Rep1	Control-6M-Rep2	Control-6M-Rep4	Control-6M-Rep6	Control-P21-Rep2	Control-P21-Rep3	Control-P21-Rep4	Control-P21-Rep5	DS-6M-Rep1	DS-6M-Rep2	DS-6M-Rep3	DS-6M-Rep4	DS-6M-Rep5	DS-P21-Rep1	DS-P21-Rep2	DS-P21-Rep3
2.10318	2.499369375	2.153328125	2.4541925	5.370175625	2.85780625	2.14503375	2.476575625	2.917828125	2.25335875	3.186865	2.119605	2.52431625	2.416668125	4.119834375	2.707703125
15.94772188	17.48665	18.27995	16.7451	17.9031625	17.0647875	16.63455625	15.87590625	18.01573125	16.8284125	17.5142875	16.95149375	16.39504375	17.0046625	16.95149375	15.8910125
6.921061875	8.203369375	5.463394375	7.63477625	4.384745	6.386113125	6.062125	8.399791875	5.827940625	5.801610625	8.412325	5.774035	8.058736875	6.820478125	5.01988	9.003859375
23.43998125	24.69236875	24.25546875	21.58099375	29.04999375	24.24365625	24.4532625	26.17538125	25.40713125	23.35935625	25.3548125	20.5063875	21.9493625	25.94201875	26.6074	24.84969375
16.2630625	14.84005625	14.83309375	16.52570625	14.2809625	16.47356875	15.69324375	16.730825	16.35959375	16.0649375	16.37169375	14.34469375	16.60315	17.17653125	15.68623125	15.76931875
10.66745625	10.22523125	9.39995875	11.47008125	7.224041875	10.94828125	11.0299625	11.63361875	10.72569375	10.87258125	9.69013	9.138236875	10.2996625	10.56214063	9.56601375	11.1382875
7.21408125	7.56205625	7.48508	6.777859375	6.9724425	7.294760625	7.48907625	7.66886375	7.8522225	6.72439375	6.7904	6.879428125	6.7855	7.565378125	7.30697625	7.436686875
28.4441625	20.44935	20.3914125	32.77506875	18.367825	27.07096875	25.81911875	31.23201875	26.6892125	27.321125	28.99885	24.947225	28.90383125	26.141825	23.56919375	29.14793125
12.4046625	12.97095	12.87948125	12.86348125	15.63868438	13.78236875	11.35749375	13.32486875	13.201	11.6702	12.20114375	9.339503125	12.9971875	13.56415	11.53355625	10.67228125
22.0579125	23.1716375	22.4534625	18.51948125	10.92480625	19.23991875	21.38134375	20.67225625	14.75564375	17.0328	17.67430625	19.4199375	17.15678125	20.53665625	15.23708125	19.064975
8.069354375	8.401694375	8.24798125	9.668775625	14.79114375	10.689	9.92491125	9.50797125	8.581849375	9.3903	8.65807375	7.563379375	9.569060625	8.5448675	10.33903125	8.16167
0.108896638	0.052079369	0.030972375	0.06200725	0.157162063	0.106376338	0.07768055	0.087361069	0.068045013	0.097760469	0.080541225	0.057800738	0.032442538	0.099596538	0.082702931	0.059066663
25.0177125	23.7216125	23.3753625	27.09195	22.4534625	22.70585	20.724475	22.82183125	24.93888125	24.23560625	25.75720625	23.47948125	24.83386875	22.441375	21.2672875	20.79915
5.481664375	5.427910625	5.46234125	6.670045625	7.421061875	5.52016375	5.903514375	5.9214225	6.77447625	5.7132675	7.11252625	4.92336875	6.0408	6.84540375	7.312986875	7.146349375
29.63541875	27.160375	30.90368125	30.03059375	30.7119875	33.3269375	30.92256875	34.9512	28.86795	31.26655	33.96175	28.15885	31.75546875	32.275875	32.5015875	36.3117875
0.4058645	0.259254188	0.315828563	0.251579313	0.683245625	0.38579525	0.384974375	0.554563313	0.212964188	0.271065063	0.21545575	0.318910688	0.290664938	0.512284313	0.482573	0.375279063
48.2160375	43.6675	43.5204	42.25505625	47.5421	45.25316875	42.29713125	44.38086875	45.84374375	48.3337875	45.80545	40.64388125	46.1533375	43.2990375	42.234175	40.64388125
14.0762	14.051	14.78283125	16.30326875	9.7519325	14.026475	13.144425	14.67755	13.13505625	14.46846875	14.74064375	15.57504375	15.61424375	12.445425	12.21228125	15.01886875
73.67711875	77.75048125	73.93636875	68.26829375	84.2736875	65.90491875	64.80455625	67.11574375	76.6477125	75.970975	72.181125	75.45113125	75.1306875	70.3503375	66.93378125	62.287625
18.80905625	15.69324375	15.90563125	20.92019375	25.85579375	18.86259375	17.29986875	19.161075	21.44804375	18.71825625	20.59633125	15.47889375	20.7902875	18.8151	23.3753625	19.087075
9.43027	9.943880625	11.8720125	10.4386375	15.6780625	10.3586375	9.76394125	11.1069375	10.3097125	10.05915875	10.69734375	9.684158125	11.42598125	9.712985625	10.9540125	10.3614875
27.54179375	26.84041875	26.5009375	29.27305	58.15981875	27.1167875	25.5406375	25.91508125	36.0696625	29.46953125	29.5524875	24.84041875	29.01119375	31.80604375	40.6832	26.077
7.531371875	6.90032875	7.16654125	6.05647875	13.4761875	8.93753875	10.01889875	11.035475	6.56136875	7.0689	7.867485625	6.0780125	6.950825625	11.76405625	12.79663125	12.30604375
3.186865	2.44769875	3.065886875	3.891789375	2.60898625	3.275434375	3.6514475	3.84691625	4.044113125	3.2377225	4.786370625	3.589559375	2.945660625	4.1962175	4.09784875	4.82888375
0.427612875	1.144138125	1.76434375	1.7997175	0.183216313	1.17536625	0.09152905	1.08068625	0.920603125	1.76692375	2.5441975	0.963722563	1.195845	1.44447	2.176550625	0.178660781
64.2857875	59.2608125	54.597975	54.52215625	77.9116875	58.42366875	61.4034625	59.576625	61.35495625	53.99485625	51.96159375	54.4257625	54.814075	62.287625	68.4248875	62.86391875
66.07273125	61.19674375	56.4822625	55.477875	36.35586875	54.9494375	60.2370625	67.53691875	46.2693375	57.67879375	56.1969125	54.85243125	53.23165	54.52215625	44.47935625	59.48789375
11.10859375	10.97876875	10.37735	9.8108625	10.66464375	9.66691	10.23445625	9.900313125	9.8857175	10.43685	10.22311875	10.29385625	9.373951875	10.393925	10.3811	9.170794375
9.356973125	9.225196875	9.1468575	8.397885	9.766580625	10.09249125	9.6277125	7.089170625	10.69734375	8.76622375	10.63891875	9.7910575	9.662223125	9.140581875	8.78653	9.499183125
27.8027625	30.53554375	29.5764625	30.28698125	24.78045	28.282675	27.86686875	25.7808875	30.4333625	31.25188125	28.58140625	28.51915	29.0804375	25.38105	25.33151875	24.80620625
3.55501375	3.287138125	3.450445	3.405645	3.747244375	3.043096875	2.90090875	3.399363125	2.794359375	3.20331875	2.962815	2.981990625	3.1068125	3.500495625	3.232625	3.184645
40.40398125	41.34955625	43.35719375	47.44878125	24.78465625	43.3905125	41.74724375	42.4169625	42.90015625	41.2174375	43.95255	34.9388	45.08356875	42.6723875	40.0317625	42.10109375
86.905675	82.6787875	85.163925	89.26095	82.01293125	90.93485	82.6787875	84.82498125	92.84986875	94.79705	96.1188625	89.4184	93.1522125	84.97835	82.76958125	86.78583125
65.4489375	66.115725	61.95669375	60.60195625	121.2018125	83.61338125	89.34609375	92.60365	74.8708375	70.63734375	68.75816875	58.77653125	73.67711875	89.4184	105.476375	102.2840813
49.212975	48.3591625	49.97413125	54.14175625	40.66760625	50.848625	47.9026625	50.96474375	51.3717	53.3144125	56.12186875	46.10984375	57.16396875	47.67995	48.073325	50.0485875
18.895525	16.0600125	16.96746875	19.888275	20.6593125	19.60749375	19.40119375	18.97555	18.9098875	20.0717625	19.819275	16.7451	21.15546875	19.7510875	16.91626875	21.61553125
0.630425375	0.672484688	0.588919438	0.618859313	0.745857813	0.5465275	0.504661875	0.317657063	1.09106625	0.68220475	0.99029475	0.522012938	0.979607438	0.53946075	0.744171375	0.43016475
33.0411	31.1208	34.0539375	32.3566375	30.05939375	28.38995	33.0020875	27.61579375	28.1961	23.45575	28.377825	33.254125	26.69661875	29.7198125	28.4222875	28.61903125
22.80410625	20.62318125	19.87545625	27.1167875	10.71535	31.59669375	28.5084625	22.15699375	25.19121875	20.49813125	29.7029	31.58035625	13.7234875	25.63479375	21.9401625	33.92323125
1.5425325	0.992596375	1.294614375	1.41162375	0.854769125	1.344305625	1.23134	1.2921925	1.363693125	1.3169725	1.555294375	1.255475625	1.31388	1.387228125	2.046516875	1.97757875
0.243222375	0.32012975	0.38263475	0.28952525	0.078929588	0.345672875	0.272977188	0.306611063	0.431591313	0.2610685	0.393108438	0.1403225	0.347556438	0.362172	0.16573675	0.232483813
29.64565	30.46085	28.78640625	29.280025	24.35821875	28.6955	29.81565	29.64565	28.24750625	29.5969875	29.433075	29.44648125	29.41358125	28.15885	27.37948125	29.290875
1.25661625	1.53344375	1.634148125	1.30485125	1.436694375	2.113876875	1.693131875	1.863760625	1.29544875	1.739605625	1.28646625	1.438663125	1.413435	1.679578125	1.87849125	1.931004375
8.09617375	9.643366875	9.491285	8.67201375	6.70294	7.217499375	8.196386875	8.66161375	6.736158125	6.9961725	8.02219375	8.964250625	6.74012125	8.03811625	7.61558375	7.27254625
2.406994375	1.821685625	1.939609375	1.33731875	2.051821875	1.2800175	1.58052875	2.242584375	1.881080625	2.231053125	1.900356875	1.7234325	2.36320375	1.9348375	2.02912625	1.87931625
557.2045	531.4295	531.4295	574.6730625	574.6730625	517.6225	486.952375	495.9278125	531.4295	517.6225	562.455	546.7880625	522.9495	479.0138125	486.952375	466.8220625
1001.331813	945.14025	1029.323375	1001.331813	1001.331813	1001.331813	945.14025	1001.331813	1001.331813	1001.331813	1073.89625	1001.331813	1073.89625	945.14025	945.14025	1001.331813
722.042875	722.042875	734.3125	710.81225	694.4999375	778.5744375	778.5744375	811.151	734.3125	722.042875	734.3125	734.3125	710.81225	832.0738125	761.6193125	734.3125
7.07512125	6.35829375	7.392981875	11.23465625	3.232625	2.713591875	4.585706875	2.044579375	5.774035	7.75016875	6.462138125	10.43685	6.85337	2.82283375	5.203823125	4.141975
20.7762	21.047775	19.90138125	25.873825	15.81454375	24.3926375	21.9401625	24.24365625	22.6559	24.16105	28.91963125	17.86123125	23.850775	23.589775	20.35333125	22.69026875
165.510125	171.502125	164.1166875	201.1506875	209.4748125	219.0375625	194.6230625	213.0315	150.0236875	157.385875	137.444	155.5135	185.597375	165.510125	191.7264375	185.122625
0.489915188	0.590042563	0.676322375	0.587397563	0.5930765	0.443651875	0.456398188	0.50824725	0.572348625	0.492169938	0.637164375	0.461062563	0.512284313	0.636421188	0.488278188	0.486282563
0.225256813	0.291192938	0.424275938	0.480529125	0.306791125	0.193384438	0.186487313	0.505920875	0.189629438	0.3397945	0.211271531	0.262351938	0.244752563	0.35517325	0.251975938	0.5006535
21.5544625	22.79925	22.07608125	25.79943125	23.5782	26.02030625	24.78045	24.96998125	22.2723625	23.87356875	23.11881875	23.7359625	22.6972	25.3490125	26.6643125	26.97899375
150.3665625	142.10325	138.061	137.15725	88.9732875	123.543375	122.0553125	118.038125	124.328	133.0256875	125.806375	135.9713125	126.3345625	118.5678125	98.59235625	103.6166875
19.651925	21.08488125	21.4741	24.61608125	31.18186875	20.44935	19.0962	19.22816875	28.06474375	22.40343125	21.06083125	19.0962	22.7911875	22.6009375	24.756425	18.41885625
28.4222875	30.583575	30.76540625	30.53554375	18.1455875	26.95204375	23.811125	27.242175	26.97899375	31.28276875	33.15318125	33.55214375	33.83245	22.8974125	21.3454375	25.90949375
11.93655	10.82906875	10.80653125	11.4962125	15.51296875	14.9785375	13.73555	11.72044375	13.6622625	13.2296	13.6828125	10.8637875	11.62130625	12.17180625	14.63039375	13.66506875
778.5744375	734.3125	722.042875	734.3125	665.417875	734.3125	722.042875	761.6193125	722.042875	694.4999375	710.81225	710.81225	694.4999375	710.81225	635.7780625	635.7780625
316.5065625	299.319125	303.79175	290.470625	239.44725	302.9393125	318.37325	332.6201875	248.012125	277.112625	289.585	313.467	267.3270625	302.9393125	251.3035	318.37325
15.91145625	12.81549375	16.0229	20.0717625	10.02261938	12.4479875	10.51113125	11.16458125	19.7510875	13.43116875	17.1719625	10.97379375	13.9111625	15.70303125	15.98194375	11.37216875
48.51083125	47.4216625	51.74345625	51.74345625	54.656775	42.234175	40.42065	42.98273125	59.1778	53.81525	50.96474375	49.3876375	54.26444375	49.56866875	56.2338125	44.70529375
171.502125	179.7379375	176.06775	172.5155	360.8259375	135.1575	122.1879375	132.7959375	220.27225	144.855625	167.317875	145.607125	166.908375	154.1101875	213.0315	115.4855625
44.94811875	46.1680375	46.01463125	50.55225	51.15878125	42.28275	39.87115625	36.906475	58.60568125	48.1826	51.24426875	43.44145625	50.0073	48.10184375	49.71734375	36.5994375
11.3507125	8.722659375	9.892370625	11.83084375	22.36605625	16.42041875	15.4057875	16.5160625	13.54995	12.35286875	12.84933125	10.3031375	12.3578375	18.87773125	19.40119375	19.74565625
59.97991875	62.55150625	62.99500625	55.5299125	35.50881875	44.16386875	47.20065	47.1670875	46.70883125	52.1952875	56.266375	61.53873125	58.381225	34.7816625	33.35554375	34.64154375
29.83614375	30.800975	32.2493625	32.6248375	62.3288125	30.77885625	29.2512	34.37685625	32.36635625	26.7719625	30.3605625	26.2319875	30.4065875	30.97719375	39.87115625	28.4606375
4.696673125	4.697870625	4.44250125	4.616825625	3.481965	4.33929875	3.599746875	4.98494375	5.179115625	5.50143375	6.098410625	3.7898	5.82462375	4.817003125	4.498418125	5.146056875
217.51825	222.87525	219.628375	223.563125	156.8993125	220.27225	220.90575	210.7795625	206.6043125	219.0375625	210.2384375	222.87525	219.628375	203.8985625	165.8048125	218.251625
19.161075	18.2996125	18.221075	17.3146625	17.7265625	17.85728125	19.365075	16.095475	18.135225	17.06945	18.47663125	18.96191875	17.00093125	18.345325	16.46925625	18.49561875
0.156139375	0.001	0.144846	0.533483375	0.256644688	0.007636039	0.127663813	0.008944784	0.074066988	0.092981988	0.365126	0.082586194	0.17832225	0.223052125	0.001414498	0.080657231
13.49249375	12.64403125	12.66642813	13.21854375	12.8412125	13.23858125	12.822575	12.90715625	13.09915625	13.54703125	13.54703125	12.1942875	13.06391875	13.021775	12.78813125	12.7363875
23.8275875	21.0957125	22.53480625	24.03691875	19.66495	24.2894625	23.22679375	23.9783625	23.21145	23.2514625	25.3120125	21.5679125	24.2304	23.1525625	22.1196125	23.29060625
8.004085	7.217499375	7.333673125	6.71021125	7.027343125	8.12827125	7.994925625	7.027343125	7.399930625	7.510559375	6.820478125	6.671370625	6.9724425	8.52218375	7.44606125	7.34790625
38.46878125	36.23850625	35.92155625	37.60020625	23.3874375	30.99035625	29.1710375	31.53210625	34.15224375	36.88823125	37.35398125	36.69821875	38.46878125	27.0091375	25.2178875	30.0046875
95.41766875	96.1188625	94.35809375	91.9651375	78.8194	94.35809375	91.60075625	102.0846063	80.76416875	88.9732875	85.094525	94.35809375	89.64625625	90.4115625	84.4965625	86.50836875
18.60815	16.96746875	17.6884125	19.828325	12.4046625	16.12765	14.969625	16.27340625	18.57203125	18.895525	19.40119375	17.288275	19.04569375	15.09814375	14.69195	15.39083125
1.313219375	1.14600875	1.099626875	1.270090625	0.770138938	1.183254375	1.3076825	1.550019375	1.26498625	1.12548875	1.057708125	1.259756875	1.40909875	1.675429375	1.27323125	1.458233438
16.00265625	16.7650875	16.30676875	15.4442375	15.62324375	15.533775	14.71135625	16.20435	15.3102875	14.99285	14.581575	16.30326875	15.44781875	15.60546875	15.65995	14.7074375
68.48603125	71.17681875	68.26829375	77.1735375	70.95210625	78.44738125	74.8708375	76.6477125	67.1611375	69.28981875	71.3023375	67.21493125	74.38315625	72.94548125	73.26095	76.40909375
93.33378125	94.88195	102.2840813	95.41766875	99.05156875	101.3341188	102.0101625	103.1563281	98.86069375	100.582325	98.125825	105.0234375	95.87505625	98.28605	105.33675	96.88389375
51.791625	53.5589	52.4287	53.15723125	56.4529	48.58541875	48.48184375	48.00659375	50.9223375	52.1636125	53.99485625	53.93405625	56.1535375	44.22074375	45.27481875	47.51415
1.294075625	1.35259125	1.41068	1.83546	1.31528	1.531963125	2.009000625	0.7273325	1.27323125	1.870373125	1.67721	1.138480625	1.0223505	0.791238063	1.200341875	1.410165
8.441840625	8.26568375	8.258978125	8.563405625	5.811800625	6.161804375	6.851676875	7.9893425	7.421061875	9.536665625	8.5448675	9.094921875	9.1984775	7.505745625	7.08263125	7.72451875
8.5315275	8.36049625	7.77096125	6.906521875	10.16865	10.22523125	11.95034375	9.695038125	7.63640375	8.146904375	7.091125	7.70976	7.60806125	9.623775625	10.04426063	9.767908125
0.136337063	0.17832225	0.056426488	0.380807875	0.118193438	0.669281938	0.072924363	1.892798125	0.049311625	0.0822144	0.077091006	0.139109813	0.02155775	0.09981125	3.29926125	3.111686875
0.199130813	0.135432438	0.206682375	0.178546938	0.28999475	0.039867219	0.202178188	0.056848913	0.071146625	0.07555935	0.139946563	0.139946563	0.173228375	0.078089238	0.122906063	0.148821375
21.08488125	21.47971875	21.433025	22.17330625	21.9268125	18.2996125	19.83520625	20.423825	20.001125	20.36474375	20.11651875	20.3867875	20.442275	19.333475	22.30656875	19.115825
2.8404125	3.050085	3.33251	2.976434375	2.00724	1.968695625	2.675875625	2.646413125	2.849188125	2.702088125	2.631510625	3.535315625	2.328154375	3.43082125	2.24165875	2.750054375
12.9054125	12.61189375	12.74605625	14.47065625	14.963225	17.35996875	19.25773125	19.381625	13.31280625	15.8478125	14.6438	15.0461875	15.2721125	18.73395625	18.00075625	18.71825625
0.668349063	0.799518875	0.759178813	0.62736125	0.753888438	0.612756063	0.609141313	0.484500063	1.153240625	0.85845675	0.723250313	0.832899313	1.000387688	0.687835	0.70195225	0.589735625
13.19060625	12.33803125	12.42548125	11.77133125	11.55575	11.63805625	11.324525	10.8574	12.689975	11.8787625	12.3607125	12.32825	11.81278125	11.4820125	10.75601875	10.15777125
0.12122875	0.059189781	0.061845806	0.058398888	0.031889581	0.071614069	0.102421138	0.090756881	0.009871444	0.074118372	0.0461184	0.119939781	0.053129688	0.114537563	0.134641813	0.06017765
95.74343125	95.62573125	94.61395	92.23235	84.38826875	84.38826875	94.61395	88.51810625	95.62573125	102.0101625	100.06915	104.1747688	91.10455625	95.74343125	94.79705	90.85193125
0.302171375	0.255998688	0.21545575	0.40289525	0.635120375	0.474993438	0.317657063	0.500387813	0.35927825	0.292721188	0.370606438	0.4796455	0.276774	0.419029625	0.436827375	0.730333813
44.6516	43.46090625	45.75666875	46.41986875	45.25316875	53.003775	51.60206875	51.9075375	41.37931875	45.03056875	44.600975	43.69481875	47.351425	47.1670875	48.23931875	49.91395
2.062736875	2.818449375	1.874299375	1.900356875	2.135903125	2.216943125	2.22159875	1.0856875	3.015915625	2.54553625	1.887306875	2.418270625	1.689156875	1.597835625	2.12148875	2.228585625
0.126052625	0.119453063	0.236319188	0.202075563	0.028037888	0.109166813	0.088059706	0.167598281	0.183216313	0.284070938	0.187889063	0.2610685	0.239891125	0.14740325	0.203409063	0.25449825
2.3649125	3.2503575	3.246564375	3.04036	1.684473125	2.1641825	2.74127625	2.2610175	2.5425225	3.620604375	3.231301875	3.55967125	2.813290625	2.3242075	2.77993625	3.599746875
12.84465625	13.45345	13.43594375	12.93056875	16.05225	16.095475	15.461	15.3675125	13.168625	13.721225	13.80159375	12.70346875	13.0174375	15.7512625	15.6780625	15.3021375
100.4635313	100.9276313	105.476375	98.42965625	79.93328125	101.5090375	100.582325	97.14211875	91.82451875	99.96524375	100.76235	103.9964563	99.96524375	89.565675	83.9687375	90.4115625
112.8215625	107.8690625	104.1747688	106.523125	103.9964563	113.2659375	121.5549375	126.753125	103.0786688	107.8690625	110.2811875	108.8324375	108.39525	119.1409375	119.4633125	128.3458125
13.43594375	12.2742625	12.57786563	15.76931875	26.37644375	12.3656	9.7071475	9.359119375	18.2938	12.46404375	13.6222125	11.57668125	14.30236875	11.23005625	14.581575	9.35299875
80.56970625	78.9832	86.905675	74.67376875	80.891875	73.26095	70.27068125	62.287625	77.75048125	76.25014375	76.83743125	80.46711875	68.4248875	72.11749375	72.27254375	68.81724375
17.3657125	13.986075	14.048325	18.0999125	4.45216875	11.11603125	11.6075	8.917295625	11.06185625	13.9311625	13.144425	15.61424375	12.550225	8.55568875	8.084554375	9.887924375
0.695154938	1.188859375	0.732056688	0.765092063	0.208160125	0.329223688	0.400379875	0.314145563	0.418167688	0.433537	0.575413	0.59412225	0.490764813	0.3586075	0.505020875	0.32798225
7.219794375	7.604465625	7.473919375	9.956240625	8.11127	6.818411875	7.72451875	8.4139225	8.044923125	7.95927625	8.410394375	8.750388125	7.59440875	9.187621875	11.95909375	10.41438125
2.773626875	3.015915625	2.211830625	2.328154375	4.43519	4.1825175	4.161851875	4.83962125	2.349506875	2.490630625	2.32259625	3.153615625	3.11453125	3.58593875	3.415013125	2.9214775
85.43515	86.6560375	83.61338125	99.69318125	69.572975	58.67364375	58.381225	67.1611375	89.565675	97.00633125	101.1383313	102.5743938	113.2659375	66.93378125	70.05599375	61.8043375
0.056970669	0.271065063	0.050705788	0.211689	0.407057125	0.007636039	0.084795688	0.095734447	0.069798544	0.022218906	0.31238075	0.378840313	0.085113494	0.140241375	0.092687963	0.07461765
20.36474375	23.6669	25.58531875	20.59633125	27.12734375	24.12866875	23.70273125	23.76819375	24.4056875	23.08006875	22.41566875	26.821975	20.55875625	23.4719125	24.382275	27.10694375
0.122430188	0.152541875	0.282512625	0.214076625	0.002861072	0.007636039	0.150811688	0.172469875	0.056848913	0.30406775	0.138598438	0.018239694	0.218103688	0.082702931	0.054695675	0.099085106
1.174413125	1.046275	1.0302445	1.05606625	1.193764375	1.163280625	1.193125625	0.983141	1.172465625	1.23076	1.131908125	1.2903375	1.259756875	1.220890625	1.381585625	1.0487725
10.85945	7.8255025	9.611060625	8.89386375	14.6011125	9.225196875	8.715859375	10.0108625	9.536665625	9.0223	7.944901875	8.198059375	8.26844625	8.934889375	12.055625	8.866585625
0.897439188	0.906133375	0.992067	0.60102925	2.95761	1.3427025	0.91761125	0.931249	0.691779938	0.610957188	0.936741875	0.687191375	0.8878235	1.68784375	1.597835625	0.874929438
0.321902688	0.146875938	0.171096438	0.164849938	0.4299745	0.269518	0.15153625	0.273595313	0.357730938	0.36093775	0.3907335	0.272479813	0.238149188	0.277474688	0.182851625	0.438627188
4.43965875	3.46007875	4.02417125	2.65644	2.013435	2.262204375	1.48644	2.199395625	2.559238125	2.239098125	1.830021875	4.07227125	2.37369125	3.023391875	1.523851875	2.316114375
0.157330375	0.2098	0.273595313	0.111791125	0.066461381	0.125796563	0.158465875	0.102043138	0.021492994	0.073544781	0.263072813	0.165848063	0.119872063	0.151415125	0.190366813	0.277751625
1.061153125	1.032615063	1.316505	1.079329375	0.939093813	1.061153125	0.898020938	0.800891625	0.834450063	0.879401688	1.09904875	1.23076	1.06443125	0.75039	0.785929313	0.952361688
0.802315563	0.67290575	1.224243125	0.71554975	1.20890125	0.556100875	0.696862813	0.666977563	0.577882313	0.5908095	0.533887875	0.485749688	0.91268325	0.877988188	0.75350325	0.747003813
3.7545975	3.10457125	3.09105875	3.784196875	2.566506875	4.07227125	3.589559375	4.099255	3.54117375	3.436984375	3.992	2.79320125	4.036964375	3.076376875	3.0600075	3.697085625
14.1536875	14.27295	15.66541875	14.09213125	19.78633125	15.41724375	16.81659375	19.1390125	13.646475	16.16080625	17.5340375	18.406075	17.498625	15.87886875	20.11651875	18.48656875
22.44619375	22.1870875	24.3106875	23.20055625	23.3753625	21.6896125	24.6444625	23.26484375	24.3926375	26.09404688	25.3490125	26.265125	24.2166	27.350125	27.32946875	25.873825
16.15166875	15.32984375	14.86350625	15.71036875	12.99218125	13.43309375	12.90715625	13.97280625	16.04010625	15.41724375	15.023325	14.813975	15.00439375	14.3566375	13.47330625	13.02589375
2.668706875	2.6535875	2.62958875	2.18973875	5.05517	3.6421575	3.551821875	4.568049375	2.748428125	2.6917425	3.075159375	2.904751875	2.76815375	5.2489575	4.947386875	6.39664
9.246266875	9.971749375	10.61154375	10.686625	13.24730625	11.747175	10.780775	9.53905625	10.4919625	10.25554375	9.496976875	10.7880625	10.07357813	10.9540125	10.62015625	10.92480625
5.653015625	6.398583125	6.600139375	5.57402125	5.735489375	4.8130875	6.296851875	6.527825	6.05381625	5.45293875	5.17180125	6.11432125	6.4138875	6.132406875	5.977950625	5.903514375
4.488999375	2.539005	3.137256875	3.252198125	10.36375625	2.290549375	2.716500625	0.723923313	5.01874125	1.596895625	2.772495625	1.80708375	1.28646625	2.9719375	3.8034975	1.909760625
0.520219875	0.343508625	0.283699875	0.365126	0.5062675	0.23338075	0.34159325	0.463532563	0.40461175	0.296103875	0.441471188	0.5342585	0.474092375	0.42205025	0.41171675	0.326575125
20.35333125	20.2846875	19.6364875	20.03811875	19.1314375	20.8633625	20.12864375	21.74794375	20.423825	20.719175	19.88164375	19.72859375	20.7692875	21.27301875	21.5203375	20.29969375
20.94543125	18.857	19.64513125	19.85401875	20.27438125	23.39421875	21.23415625	21.4407	21.041725	21.0153625	21.010225	20.001125	18.435225	20.2803625	20.55319375	21.793725
18.82289375	16.84028125	19.57284375	18.95645	14.66050625	17.38165625	16.28509375	16.90311875	17.86748125	16.79424375	17.58560625	18.194425	18.6621125	16.16080625	17.1413375	17.69463125
6.67308875	5.724015	5.707653125	6.616298125	8.37548625	7.82693	7.8326125	7.255879375	6.579484375	5.87759875	6.891788125	6.355953125	6.650369375	7.46779	7.72451875	7.876080625
32.98028125	31.93476875	31.53210625	30.32903125	29.67103125	29.9874125	28.77421875	32.94090625	29.33258125	31.85358125	30.3888875	28.9546	31.34924375	28.468475	25.5307875	24.59275625
5.376531563	5.2489575	4.740550625	6.00433125	8.078286875	6.4196625	6.33298375	7.85401625	5.91424	5.34088	4.7731025	4.957259375	5.644269375	7.78148625	8.15761	7.110276875
0.99469525	1.815718125	2.037725	1.95587	0.601878438	1.3630875	1.084633125	1.121571875	2.03302	2.12514375	1.97757875	1.52454375	2.14503375	1.305675625	1.3851575	1.17358375
0.2155995	0.253689875	0.37557675	0.331387438	0.205048438	0.166486313	0.330300813	0.202682313	0.18076825	0.165600875	0.183935313	0.32257025	0.18917375	0.351690875	0.175050063	0.16332025
3.515468125	3.4525625	3.3748325	3.10347	3.887313125	4.23582875	4.10985625	3.814200625	3.333455625	3.21233	2.788975	3.365049375	2.969663125	3.474889375	4.02158	3.25305875
2.865078125	2.652539375	2.908580625	2.8931525	4.8889675	4.479034375	4.6135775	5.219908125	3.68739625	2.77993625	3.084990625	2.54087875	2.994391875	6.05381625	5.223905	6.98239875
0.158097625	0.156456813	0.054268444	0.139048844	0.395534	0.160129563	0.130904813	0.240152188	0.075685506	0.12850875	0.209908094	0.206682375	0.1511915	0.151615656	0.013670444	0.080786669
2.8677475	2.61523375	2.23035125	1.99792125	2.706095	2.56347	2.80614625	2.7010175	1.908175	2.634266875	2.3726025	2.875486875	2.33282875	3.1410275	2.924433125	2.816514375
0.706265188	0.705829875	0.945070938	0.855582438	1.391086875	1.088046875	1.13708625	1.0450475	0.79864225	0.519402	0.85388225	0.77110125	0.689483688	1.112165	1.3547425	1.41162375
0.59412225	0.702631188	0.849847875	0.587776625	1.19420625	1.29272875	0.825972938	0.744663125	0.538803938	0.746187688	0.536227688	0.61235975	0.881080438	0.94140525	1.025359625	0.967054938
2.1396225	1.94536625	1.993391875	2.19476125	2.08891625	2.310445625	2.483465	2.446253125	1.940938125	2.262835	2.055939375	1.76139375	2.173410625	2.10810375	2.18973875	2.20753625
7.72451875	8.15761	11.13350313	7.7879475	12.4479875	11.0299625	11.3179	9.75670875	8.272410625	10.75601875	7.6878625	10.15031188	10.73428125	9.2814875	8.67201375	8.43332875
0.262091313	0.244052125	0.46713175	0.30589175	0.259254188	0.20480875	0.159196063	0.322064438	0.237100938	0.142548375	0.248817438	0.330537688	0.298401313	0.14944125	0.231655125	0.3693595
0.615833125	0.43016475	1.138714063	0.586487438	1.157919375	0.487552875	0.824025938	1.131908125	0.7556745	1.0430275	0.893106938	0.83348375	0.897439188	0.609545063	1.010448563	0.582116625
0.092687963	0.017156413	0.039581738	0.070509394	1.310546875	1.16026	1.18816	2.048721875	0.0646556	0.044561344	0.045418956	0.003424048	0.052237138	1.334687813	1.874299375	2.30268875
