Control-6M-Rep1	Control-6M-Rep2	Control-6M-Rep4	Control-6M-Rep6	Control-P21-Rep2	Control-P21-Rep3	Control-P21-Rep4	Control-P21-Rep5	DS-6M-Rep1	DS-6M-Rep2	DS-6M-Rep3	DS-6M-Rep4	DS-6M-Rep5	DS-P21-Rep1	DS-P21-Rep2	DS-P21-Rep3
16.98573125	17.48084375	16.75854375	15.98913125	18.59945	17.66345625	19.45151875	19.819275	18.62976875	17.83525625	17.6534625	16.9823125	17.27396875	20.9812625	19.087075	16.17444375
8.585218125	8.435964375	9.8674075	7.902559375	11.26635625	9.346060625	9.422360625	9.2814875	8.932265	9.207861875	8.3652575	8.775978125	8.982249375	10.14303813	9.897426875	8.602720625
1.505821875	1.502728125	1.871033125	1.80708375	1.395773125	2.049289375	1.35172875	1.666444375	1.519620625	1.51730875	1.4950025	1.593980625	1.535690625	1.55158	1.48644	2.009000625
111.7883125	108.39525	117.2123125	113.4259375	188.13075	115.982625	126.753125	128.19325	128.843125	109.747875	124.0779375	102.2840813	122.0553125	126.3345625	175.0730625	109.747875
5.3982525	6.39120375	7.195799375	5.775845	6.67845625	7.948700625	8.2280175	6.78392875	5.8673525	6.455488125	6.076458125	7.16949875	6.203403125	6.429019375	6.527825	7.88084125
0.099596538	0.119163563	0.050404631	0.047538619	0.318659813	0.1483465	0.002908594	0.225463375	0.069339738	0.088059706	0.083180544	0.0131616	0.002049131	0.188888	0.240313688	0.212429063
4.4249675	3.721779375	4.36510625	2.476575625	4.102169375	2.82283375	4.639195	3.658294375	5.36552625	4.93403625	4.822291875	7.81205125	6.042655	3.84063375	2.97545375	5.43398
26.265125	25.63479375	27.8279875	26.640475	27.9481125	27.96868125	29.7198125	30.483075	25.611875	26.58610625	29.5764625	28.06474375	27.02003125	29.85921875	28.282675	28.02418125
0.725951063	0.871671375	0.719907438	0.646003063	1.1445925	0.79864225	0.634614063	0.939093813	0.626802688	0.819250563	0.812916938	0.668349063	0.841388	0.568998563	0.8878235	0.604828
0.381189375	0.626366688	0.62014875	0.708281188	0.957488	0.302171375	0.31390725	0.437141	0.845230438	0.465708188	0.539800938	0.865128	0.168699438	0.711388375	0.442432625	0.847747438
5.808154375	7.99285875	6.909343125	9.363580625	10.89305	10.92160625	7.44606125	7.574695	8.5957175	8.83709375	8.76622375	8.5800425	7.78372	6.204845625	7.04453	10.11355875
3.968109375	3.773365625	3.775270625	3.85817125	6.05381625	4.134235625	4.21327875	4.170151875	4.734308125	4.827724375	3.79570625	3.6047	5.202591875	5.052163125	5.230644375	4.37341375
4.28579	4.92336875	5.10852875	3.783075	5.0661675	4.87778625	4.68210625	5.152	4.457835625	4.836648125	4.430609375	5.426734375	4.83052625	4.051556875	3.711454375	4.33448125
7.47799625	4.927910625	5.1773875	6.02177	4.608569375	3.85296625	5.015864375	6.818411875	6.2825	5.700453125	5.7109125	5.708440313	6.158565625	5.232675	5.63900625	3.7321525
6.107918125	6.055115625	5.75437	6.77447625	5.2119825	6.384153125	6.1953725	6.2732125	5.65776	6.379244375	6.066060625	6.0812575	6.40880375	6.35829375	5.8388075	5.886043125
7.765479375	10.06265188	11.0097375	8.34910375	6.66282875	10.8524875	7.34790625	7.32488875	7.27664125	9.42841625	8.59391375	10.9646875	8.07186375	7.75773625	8.449236875	8.089718125
9.379548125	10.56646875	10.40207188	10.8281	11.39165625	8.769961875	9.74012875	9.959153125	8.8026425	10.1201575	8.736178125	10.50762813	9.31926375	8.734473125	9.37254	9.129859375
0.941853	1.96589	1.682048125	1.238260625	2.813290625	1.079329375	1.51730875	1.457175	1.81405625	1.95167625	1.457981875	1.526678125	1.2673775	0.969871	1.4981325	1.093710625
38.79561875	36.41735625	37.0108875	35.59345625	26.217025	32.46741875	30.613125	29.83614375	36.28576875	36.70904375	38.0683875	39.93530625	37.2387	30.5783875	26.78069375	32.290825
3.657438125	3.11623875	3.244439375	2.74375875	2.98526125	3.57193375	2.583235	2.5614225	3.27858875	3.243350625	2.749554688	3.4255925	3.415013125	3.217118125	3.92875375	3.228232813
12.9032375	12.2323375	13.51640625	12.61748125	13.8805875	14.38963125	13.82509375	15.41290625	11.40441875	11.37216875	12.3749625	12.14205625	12.3749625	12.88280625	14.3484875	14.22316875
20.72910625	22.1196125	24.2166	22.58769375	18.4147625	21.15546875	19.94011875	17.0155	19.984775	19.95955	20.38031875	21.6482375	21.78288125	17.95803125	17.83871875	20.57999375
10.36805625	9.639298125	9.501803125	9.882609375	8.34033625	8.250806875	8.331343125	9.41995875	10.03577875	9.57734625	9.697213125	11.1963	9.79601125	8.8221575	8.093754375	9.11834375
2.733705	2.478639375	2.9214775	2.601689375	2.366255625	2.53814375	2.1350525	2.419393125	2.158360625	2.359829375	2.387506875	2.63678375	2.51317875	1.896163125	2.321440625	2.56076625
4.349050625	3.08407625	4.473504375	6.531843125	0.628484375	1.0487725	2.752665625	0.5742865	2.610951875	2.93391125	4.54651375	4.623680625	3.215976875	0.8264665	2.186754375	1.7418325
40.1009	44.08496875	46.1533375	36.161925	42.475725	41.26038125	45.1615125	42.54535625	39.33884375	42.7464375	38.1246875	44.42828125	36.41735625	42.20080625	40.75821875	39.46151875
0.005510838	0.013801544	0.150491563	0.141687313	0.13612775	0.801582063	0.381936125	0.2939145	0.164849938	0.096756666	0.002022356	0.001370453	0.093753244	0.070299656	0.321635375	0.465933875
7.001369375	6.5382325	7.8522225	7.28941125	9.272050625	7.9182575	7.053426875	6.9877125	6.2754075	6.62235125	6.58657125	6.22238	6.793629375	7.35792125	8.129755	7.2611875
1.140756875	0.722001125	0.827954563	0.910177625	0.858783938	1.56730625	0.727852875	0.588919438	0.617727188	0.476114	1.071200625	0.81445425	1.066681875	0.645517	1.12912625	0.695643125
7.763978125	7.809564375	10.04596063	8.8543575	5.51895375	5.903514375	6.1285325	5.9322725	5.87464875	7.924465	7.230299375	8.381219375	7.13852	6.837181875	6.269705	5.064385
4.536429375	4.978995	3.757573125	5.383501875	3.877413125	5.74648	4.30941875	5.354579375	3.835805	4.49235625	5.0329775	4.4831325	4.415934375	4.066003125	4.161851875	5.47197375
7.720455	7.398368125	7.34928625	7.579721875	5.372961875	6.62325125	6.4138875	6.71244875	6.816656875	7.526681875	7.713863125	8.0747525	7.25954375	6.440076875	5.698843125	6.425015625
3.223943125	3.1092	3.44902625	2.8795	2.986331875	2.8096375	3.187741875	2.986331875	3.11453125	3.198710625	3.4223525	3.190770625	3.051391875	2.8404125	2.80614625	2.755570625
3.989649375	3.647588125	3.62379625	2.993500625	3.1486475	2.9540075	2.73124125	3.630429375	3.427214375	3.514398125	2.898781875	3.85576	3.131766875	3.484265625	3.574574375	4.158995625
5.408650625	5.044655625	4.948526875	5.10545	4.910326875	4.1924575	4.361330625	5.16821625	5.039714375	5.54491875	5.0570425	4.50364875	5.027615	4.92105625	4.4871075	4.914688125
0.185418313	0.136013	0.088458688	0.083722494	0.002861072	0.100084713	0.29958725	0.338833875	0.001574088	0.1133855	0.154311563	0.153802188	0.105220419	0.3542345	0.037158845	0.310387438
7.68979375	10.64879375	7.06319875	5.031426875	7.75773625	10.9887375	7.68467	6.019324375	6.820478125	5.075166875	6.3033875	3.702443125	7.08263125	6.55820625	6.5191975	5.893515625
40.08805625	43.1341625	41.1663125	40.185975	43.7877625	43.2261375	46.41986875	46.234425	39.14660625	42.11645	39.65745	40.1009	38.3839625	42.56594375	42.13518125	43.15320625
8.12317625	9.73433375	9.084418125	8.358390625	5.2588325	7.876080625	8.2933	7.119789375	7.95627375	10.4784625	10.40915	10.00552125	9.717684375	7.12431625	7.964794375	7.73135375
52.4287	56.98239375	60.44571875	61.27348125	56.4165125	54.196375	61.09375625	61.7213	55.89339375	56.4822625	57.74651875	55.7297125	55.1356625	53.70370625	52.3967375	52.1636125
25.611875	22.5231375	22.291225	19.45151875	23.8998	19.1314375	21.72965625	20.0454875	20.30445625	24.3306875	20.16396875	25.13330625	22.10674375	19.34385625	19.1314375	20.81556875
23.2821125	24.1922125	25.38948125	20.28860625	28.74808125	23.0559625	26.98870625	19.828325	22.61005625	23.43998125	23.35935625	27.4514625	22.3215	21.6896125	20.724475	25.47959375
0.14848125	0.147724063	0.550537625	0.666001063	0.12928225	0.007636039	0.712894563	0.277311313	0.715237375	0.281388875	0.085296647	0.167498875	0.184478813	0.281388875	0.070026981	0.254694375
2.22538125	2.44887875	2.08891625	2.000065625	1.7653125	2.00293125	2.755570625	1.847635625	2.01591875	1.862136875	2.31394875	2.9351	2.111832813	1.905376875	1.620379375	1.937988125
0.538490688	0.439641563	0.103223525	0.468461063	0.446868375	0.226136313	0.177688375	0.496953281	0.741899188	0.601264531	0.893487688	0.306357063	0.824025938	0.311227063	0.325831375	0.306611063
29.6072625	22.5970625	21.42335	36.73890625	7.597533125	14.83109375	21.028125	5.957498125	19.0362625	23.42525625	24.22428125	27.990525	19.233375	7.646021875	17.1656875	16.9789625
0.005510838	0.180815563	0.137192563	0.129811813	0.002861072	0.303055063	0.236376406	0.268289875	0.374904	0.274305875	0.342531719	0.329479063	0.084512925	0.13988925	0.14309325	0.59613325
6.0408	6.72439375	5.94366875	5.50586875	4.98200375	5.77707125	6.04437	5.615808125	5.507773125	5.844678125	5.814132813	6.559268125	4.9623625	5.727034375	5.54491875	5.994369375
126.5930625	128.843125	126.3345625	107.553375	112.3961875	107.38025	95.74343125	103.9964563	126.3345625	114.8079375	120.3923125	124.85625	113.4259375	117.6575625	107.1778125	111.4214375
3.184645	3.08225375	3.358635625	3.798711875	3.6421575	2.948903125	3.08225375	2.83724875	2.767008125	2.78685375	2.7639375	2.976434375	3.364185	2.86369875	3.1024475	2.32511625
4.47799	4.732431875	5.445766875	3.420243125	4.8474775	2.943964375	4.1825175	3.047090625	4.110850625	4.2054025	4.629015625	5.36232375	4.188879375	3.645066875	4.289060625	3.051391875
0.005510838	0.18578775	0.005640572	0.002774725	0.246245125	0.007636039	0.002908594	0.140641063	0.070509394	0.089605488	0.258185625	0.078568875	0.085953069	0.213638938	0.001414498	0.001416088
7.13852	6.2908825	7.208516875	6.386113125	7.459873125	6.145648125	7.0689	7.04565875	5.75976125	5.887344375	6.0493975	6.029218125	5.632835625	6.506318125	7.010028125	6.54274125
6.540865	8.5015225	7.084061875	8.37169625	6.44757625	6.489829375	7.465410625	8.25704625	7.529315	7.08775375	6.824705625	7.510559375	6.625553125	6.781384375	5.4579825	5.26279875
0.005510838	0.285127688	0.174613313	0.167234938	0.162219313	0.007636039	0.156139375	0.177248125	0.0931541	0.352206313	0.333253625	0.214076625	0.002049131	0.18578775	0.188186063	0.001416088
0.272479813	0.157932688	0.100814813	0.0955186	0.037524893	0.048457719	0.11808825	0.008944784	0.12592225	0.085113494	0.118894563	0.096804388	0.01581685	0.0415321	0.064188788	0.022509676
7.722869375	7.559799375	5.888441875	6.2992325	7.007578125	5.458925625	6.0780125	8.262276875	7.121220625	5.10852875	6.21343625	8.585218125	5.413649375	8.31168	6.45128125	8.223534375
0.388214563	0.278844938	0.580463375	0.407057125	0.26333025	0.160750313	0.3198885	0.4352245	0.321466563	0.387080813	0.22665	0.57679575	0.373548563	0.422868438	0.354653563	0.831013438
0.230994688	0.147153375	0.043944613	0.1403225	0.04229145	0.050855006	0.131402563	0.050943872	0.120259094	0.095066538	0.089667688	0.267939125	0.092593675	0.109976794	0.09383905	0.172513125
0.005510838	0.214218063	0.092731028	0.252829969	0.471671	0.200556094	0.002908594	0.093649694	0.393841813	0.3245945	0.44554175	0.158898063	0.16573675	0.137757125	0.286720125	0.4352245
1.164106875	1.47919125	1.548825	0.853375313	0.623702063	1.615728438	1.646978125	0.98257975	1.192405	1.149299375	1.17536625	1.302113125	0.7499605	1.7809	1.035520688	1.722743125
0.239170375	0.608479875	0.76652225	1.076564375	0.802583375	0.492585281	0.101861094	0.775040438	0.440499125	0.820452375	0.85845675	0.547502438	0.636853125	0.177956563	0.625724813	0.71834025
0.323326125	0.367159125	0.104574994	0.09811295	0.098587731	0.343508625	0.093753244	0.40495125	0.399111625	0.538803938	0.512284313	0.183935313	0.32798225	0.261471625	0.274683	0.378054938
0.357305063	0.303475063	0.254853625	0.243374063	0.45248125	0.651521313	0.43826575	0.338833875	0.4260535	0.446287625	0.210965813	0.311227063	0.271256938	0.3542345	0.419259063	0.257262063
0.216761813	0.134049938	0.19939725	0.191664469	0.272274438	0.007636039	0.092331206	0.496953281	0.048457719	0.133378	0.121461375	0.122430188	0.123780125	0.098162944	0.048327388	0.052525834
0.41874775	0.570728313	0.925984563	0.439880625	0.758177313	0.092179956	0.466778469	0.465821031	0.798183063	1.3350525	0.295536313	0.615107125	1.03911	0.453026188	0.426670188	0.63946075
0.005510838	0.206055531	0.005640572	0.002774725	0.176154688	0.423898969	0.002908594	0.563870063	0.001574088	0.128708656	0.002022356	0.11562625	0.118625375	0.001533701	0.001414498	0.236319188
1.3296425	1.23076	1.223539375	1.252395	0.904390563	1.263959375	1.004893313	1.195288125	1.213618125	0.939421625	0.945070938	1.1303375	0.910177625	1.145236875	0.794702563	0.803285
4.02417125	4.05869875	4.51479625	4.170151875	3.68650125	3.978114375	4.042486875	3.674090625	5.324378125	4.1924575	5.132883125	3.48324375	4.621019375	3.894898125	4.10324125	3.88247
2.61949	2.260078125	2.2635475	1.97850125	2.34703125	1.75129	1.5840575	1.061153125	1.76617375	1.62265625	1.99602875	1.83546	1.74239	1.931004375	1.95587	1.663975625
0.146592	0.293080875	0.005640572	0.002774725	0.714911938	0.303055063	0.236376406	0.911737813	0.225046938	0.274305875	0.342531719	0.001370453	0.084512925	0.349792188	0.599744313	0.59613325
0.894460438	0.924026	0.597093063	0.611807063	1.881080625	0.440185375	0.648341188	0.44910975	0.535762625	0.528029	0.789779813	0.422269313	0.6641515	0.336525625	0.351690875	0.39851125
9.387611875	8.95511375	7.69150625	8.466460625	10.8695375	8.383425	8.13607	8.140455625	8.5315275	8.55798625	7.056939375	8.084554375	8.42234375	8.798925625	8.225725625	7.59440875
1.242695625	1.16199	0.965430438	1.341085	0.963230563	0.929923438	0.747003813	0.324863063	0.805232938	0.732056688	0.479288	0.593439063	0.414748438	0.86396975	0.896135875	0.403477188
0.910730688	0.780999438	1.05606625	1.061153125	0.734468875	0.561227688	0.64721725	0.617727188	1.24423	0.963722563	1.01685725	1.065298125	0.847130063	0.508994438	0.721094438	0.79608675
5.859223125	5.318879375	4.559018125	4.353375	4.188879375	4.579949375	3.945630625	5.5598	5.905186875	5.193121875	5.694975625	4.622859375	4.66758125	4.98200375	4.234069375	5.236643125
0.098725569	0.316559938	0.961561563	0.331628813	0.703928063	1.046965625	0.759594563	0.264726813	0.918622188	0.817817188	0.720213	0.754865063	0.616566313	0.61235975	0.875389188	0.55812725
0.387691125	0.093558644	0.005640572	0.117668813	0.113093813	0.007636039	0.002908594	0.123780125	0.001574088	0.079072856	0.073308656	0.069122019	0.002049131	0.055153288	0.001414498	0.219580813
2.696034375	2.501149375	2.662135	2.406994375	3.6380475	2.442990625	3.28473375	2.586274375	2.875486875	2.166409375	2.46513	3.186865	4.009459688	1.79376125	3.4689675	2.5441975
0.225649938	0.403116063	0.417799625	0.101976313	0.4722875	0.358429313	0.455471438	0.618859313	0.535462813	0.284628938	0.467414563	0.128647313	0.339458688	0.221461438	0.050705788	0.461276
0.103576519	0.309628625	0.005640572	0.351690875	0.091829625	0.412851375	0.002908594	0.551889188	0.525940188	0.431591313	0.530864813	0.45209275	0.52517825	0.339037125	0.353822625	0.225046938
1.255475625	1.215734375	1.29544875	1.1389475	1.037022688	1.483973125	1.066229375	1.09563	1.115306875	1.2377525	1.202640625	1.11625625	1.182019375	1.1147775	0.879401688	1.13321125
0.12850875	0.068797488	0.12112975	0.002774725	0.4260535	0.132961813	0.1403225	0.008944784	0.130419813	0.10332385	0.143983625	0.0675215	0.002049131	0.001533701	0.001414498	0.001416088
0.94140525	0.869288563	0.81445425	0.46280025	0.440185375	0.367914813	0.492691063	0.56598325	0.6585945	0.927341813	0.777559125	0.701554625	0.889297438	0.925984563	0.643911688	1.309074375
2.483465	2.352681875	2.112794375	2.85946625	1.837195	1.204978125	1.48331625	1.84225875	2.62772125	2.1822925	2.2442875	4.1962175	2.130080625	1.207003125	1.436694375	2.659839375
0.193729188	0.4432365	0.663796125	0.335953125	0.226842188	0.472671063	0.54908975	0.561227688	0.930443063	0.722001125	0.969871	0.958437625	0.743772625	0.873600313	0.516226438	0.85845675
0.005510838	0.049923238	0.228113438	0.146948938	0.141545813	0.170738	0.073308656	0.008944784	0.2533965	0.100814813	0.188186063	0.090301288	0.142731375	0.023909344	0.122845063	0.086602113
5.980179375	6.698625625	6.4454925	6.768761875	6.192095625	4.714606875	5.785315625	4.874070625	7.889199375	8.77362375	6.980288125	9.825006875	6.66796	7.0961925	6.766484375	8.050528125
0.50995025	0.60798125	0.935997125	1.013223	0.626366688	0.76955675	0.207765563	1.043948125	0.676947375	0.791802063	0.824944938	0.7942415	0.450912125	0.371446625	0.253689875	0.679221438
3.896390625	4.64429375	4.919615	3.677346875	6.102175625	5.513624375	5.63900625	4.887475	4.556401875	2.58044125	4.33929875	4.070870625	4.2481325	3.711454375	4.4831325	3.839375
0.977149938	1.240969375	1.150075625	1.880299375	0.934731625	1.74985875	1.25464125	0.687835	0.390249563	1.886705625	1.103379375	0.563459625	1.174908125	0.934731625	1.032615063	0.819051531
0.005510838	0.252442688	0.264084	0.371446625	0.475601063	0.577882313	0.119872063	0.13699725	0.068797488	0.35517325	0.33776325	0.159788313	0.421516125	0.345591781	0.141328938	0.414093313
1.21087125	1.189449375	1.703428125	1.10822625	0.513692813	0.331219	0.745178125	0.986795	1.26687125	1.87931625	1.55447125	1.165186875	1.2753725	0.845230438	1.11274625	1.583625
1.249986875	1.164106875	0.828938375	0.953898125	1.05980125	0.37583025	0.8600115	0.503684938	1.07994125	1.35259125	0.862606375	1.497388125	0.640205875	0.55085725	0.566866563	1.100224375
0.609141313	0.736093438	0.333901063	0.529899875	0.303246	0.849422938	0.579136125	0.3355315	0.309913438	0.968617563	0.634011125	0.68047675	0.999992813	0.6585945	0.366951063	0.34428625
1.44366875	1.55624125	1.609164375	1.2334475	2.642403125	0.955880375	1.0691375	1.032120688	1.33731875	1.892798125	1.747096875	1.65594375	0.97914975	0.862995375	1.7178225	1.493753125
4.21188875	4.070870625	4.219641875	3.88083375	3.0284575	3.80538125	3.791305625	3.190770625	4.1825175	4.473504375	4.5605	4.6427875	3.796584375	2.996446875	2.622269375	3.720790625
0.584321125	0.062846275	0.005640572	0.002774725	0.476114	0.007636039	0.002908594	0.008944784	0.001574088	0.002324506	0.162416188	0.001370453	0.166486313	0.273126563	0.001414498	0.336256563
2.3459475	2.466025	2.14503375	2.349506875	1.6632825	2.523574375	1.92940625	2.723794375	2.52153	2.30451625	2.782078125	2.586274375	2.51802375	2.872568125	2.667646875	2.638998125
2.76815375	2.65644	3.906178125	3.111686875	2.56008625	3.191778125	3.49559625	3.349236875	4.382129375	3.63919	2.70871375	2.5441975	3.75224875	3.41173125	3.992	3.763220625
3.01739625	3.93416125	3.51111375	4.331665	4.1935475	4.92934875	4.405261875	4.64429375	3.323881875	3.808123125	4.463048125	3.80538125	3.44301125	3.715754375	4.354880625	4.85704
0.005510838	0.090897606	0.526315688	0.169267938	0.315828563	0.390249563	0.002908594	0.179738938	0.093604169	0.118894563	0.002022356	0.106847606	0.1085299	0.187889063	0.485505813	0.328442938
0.217186688	0.56598325	0.605503813	0.568222	0.405559	0.575107125	0.38579525	0.59412225	0.553149813	0.5930765	0.437944313	0.566866563	0.637877188	0.430546625	0.306123188	0.608342438
0.34159325	0.055242344	0.163660875	0.080541225	0.081088594	0.0955186	0.07737305	0.324122	0.134641813	0.106727013	0.043369806	0.096479119	0.002049131	0.078829056	0.035115744	0.145227063
0.373274125	0.496812563	0.903833188	0.537158063	0.50995025	1.26498625	0.738561438	0.6753885	0.45136675	0.380807875	0.367315625	0.696862813	0.441154375	0.424275938	0.465708188	0.136951125
2.44887875	2.8744625	2.62616	1.850883125	2.00293125	2.582228125	1.957579375	2.076083125	2.529425	2.036199375	2.33282875	1.446861875	2.753723125	2.170115625	2.060515625	1.970723125
39.14660625	25.443725	26.9681	46.6804	33.24154375	41.4233875	36.80214375	44.81625	46.87931875	41.3142	49.4980875	31.5461	46.93545625	41.572675	49.4980875	43.25745625
0.763395875	0.829970563	0.6309465	0.909325625	1.286046563	1.2780025	1.2694775	0.936550094	0.976029375	0.646344688	0.359702813	0.631605125	0.758177313	0.518275438	0.709563188	0.499196625
0.52395375	0.39629075	1.27896125	0.30406775	0.002861072	1.042287375	0.002908594	0.32257025	0.645517	0.3254705	0.606600313	1.76343	0.920603125	0.078674875	0.348834125	0.61987325
14.29281875	14.7965	15.78120625	14.39509375	15.85091875	16.70885	15.35324375	14.8082875	14.63039375	13.85889375	16.68596875	17.6285125	15.70303125	15.52568125	16.2005	16.2559375
15.2721125	15.78120625	15.48328125	15.6973375	17.15246875	14.6093625	14.89571875	15.62324375	15.68155	15.85855	14.6664125	14.54895	16.4236125	15.21501875	16.02374063	14.2263
0.182286438	0.108844747	0.329479063	0.082332938	0.299473875	0.36962725	0.218605625	0.008944784	0.087681975	0.054556431	0.101420069	0.043944613	0.1549635	0.080951113	0.178546938	0.409420188
0.005510838	0.051904756	0.005640572	0.220652625	0.002861072	0.007636039	0.20563675	0.008944784	0.130131938	0.002324506	0.144428125	0.287984625	0.302171375	0.121340063	0.125664688	0.001416088
0.171950125	0.237416375	0.197006063	0.261899438	0.145599375	0.176345438	0.208279938	0.053129688	0.0828733	0.182851625	0.274491313	0.266543438	0.19866125	0.205299688	0.168369063	0.208851063
1.59459	1.339836875	1.13667125	0.849422938	0.964841688	1.032615063	0.765605313	0.44554175	1.2694775	1.090308125	0.84829675	0.9937815	1.12548875	0.81190175	1.092088125	0.599381813
